BFY,FTYP,FUNDTYPE,DEPARTMENT,RSRC,REVSOURCE,BUDCURR,REVBFY
2023,EFOP,Enterprise Operating Fund,Aviation,7708,DAL Terminal Rental,54785827,33375907.34
2023,OTHO,Other Operating Fund,Communication & Info Svcs,7912,Wireline Revenues,5146163,3264147.79
2023,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,9303,Copy Service Sales Non Taxable,445000,81040.89
2023,OTHO,Other Operating Fund,Communication & Info Svcs,8100,Interest On Pooled Invest-Cash,117107,50399.35
2023,GNFD,General Fund,Dallas Police Dept,6364,Lics/Pmts-Registration Fee of Home Solicitors,3500,1150
2023,INSV,Internal Service Fund,Public Works & Transporation,9420,Intrd Rev-DWU Reimb for Non-Bond Projects,1402279,582847.91
2023,EFOP,Enterprise Operating Fund,Convention And Event Services,8471,Misc-Rental Of Bldgs And Othr,61637,104194
2023,GNFD,General Fund,Office of Budget,6320,Lics/Pmts-Billiard Halls,1463,416
2023,EFOP,Enterprise Operating Fund,Aviation,8104,Accrued Interest On Poold Inv,0,-166292.14
2023,EFOP,Enterprise Operating Fund,Convention And Event Services,781D,Chgs Serv-Pole Banner Rental,35000,28905
2023,GNFD,General Fund,Office of Budget,8100,Interest On Pooled Invest-Cash,5950000,3378349.8
2023,EFOP,Enterprise Operating Fund,Aviation,6393,Lics/Pmts-Emergency Wrecker Fee,31335,14779
2023,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,8420,Misc-Handling Charges,925000,1018026.18
2023,EFOP,Enterprise Operating Fund,Aviation,7706,GA Landing Fee,4616054,3673065.15
2023,EFOP,Enterprise Operating Fund,Water Utilities,7864,Chgs Serv-Ww-Total Rev Whsl,12918912,8958441.34
2022,EFOP,Enterprise Operating Fund,Aviation,7714,Concession Revenue: DEA Concession Revenue,15000,12504.75
2023,INSV,Internal Service Fund,Public Works & Transporation,9303,Copy Service Sales Non Taxable,0,0
2023,EFOP,Enterprise Operating Fund,Water Utilities,7855,Chgs Serv-Serv Charges-Water,3300000,854520
2023,GNFD,General Fund,Park & Recreation,7252,Chgs Serv-Golf Pro Revenue Commission,331769,203784.68
2023,GNFD,General Fund,Court & Detention Services,8020,Deferred  Adjudication,0,75.65
2023,GNFD,General Fund,Office of Budget,8414,Misc-Auto Auction/Non-Tax Sls,5345124,4671140.68
2023,GNFD,General Fund,Dallas Police Dept,7211,Chgs Serv-City Wide Over/Short,0,917.5
2023,GNFD,General Fund,Court & Detention Services,8009,Fines/Fro-Munic Ct-Non-Traf,2450000,756768.91
2023,EFOP,Enterprise Operating Fund,Convention And Event Services,7839,Sound/Lighting Tax Exempt,551155,452920.59
2023,EFOP,Enterprise Operating Fund,Aviation,7811,Chgs Serv-Aviation Concessions,10469137,6042912.19
2023,GNFD,General Fund,Office of Budget,7406,Public Swimming Pool Permit Fee,0,-40
2022,INSV,Internal Service Fund,Equipment & Fleet Management,9403,Intfd Rev-Wreck,4772702,4563084.37
2023,GNFD,General Fund,Court & Detention Services,8026,Expired Driver License Fee,15000,7097.39
2023,GNFD,General Fund,Office Of Cultural Affairs,8428,Misc-Misc Revenue,33851,8883.25
2022,GNFD,General Fund,Mayor & Council,8411,Misc-Gifts & Donations,0,3120
2022,GNFD,General Fund,Office of Budget,8428,Misc-Misc Revenue,209893,65800.98
2022,EFOP,Enterprise Operating Fund,Aviation,7701,CBP International Arrival Fee,650000,843509.12
2023,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,7543,Sales Non Taxable,32000,3522.04
2022,EFOP,Enterprise Operating Fund,Aviation,7707,DAL Ground/Field Rental,9810162,12890383.26
2023,EFOP,Enterprise Operating Fund,Convention And Event Services,7842,Chgs Serv-Parking-Plaza Garage,325000,274526.79
2023,GNFD,General Fund,Court & Detention Services,7550,Service Charge Nsf Checks,1000,455
2023,GNFD,General Fund,Transportation,8410,Misc-Rental Othr Properties,586689,526495.45
2023,EFOP,Enterprise Operating Fund,Aviation,7437,Facility Maintenance Charge-Tenants,0,49884.27
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,7042,Electrical License/Exam,0,600
2023,INSV,Internal Service Fund,Equipment & Fleet Management,8116,Amortized Discount/Premium Int,0,3152.51
2023,EFOP,Enterprise Operating Fund,Convention And Event Services,8104,Accrued Interest On Poold Inv,0,-158775.87
2023,GNFD,General Fund,Code Compliance,6336,Scrap Tire License Fee,67841,27354
2023,EFOP,Enterprise Operating Fund,Water Utilities,8450,Misc-Taps-Water Permits,550000,367364.23
2023,GNFD,General Fund,Park & Recreation,7211,Chgs Serv-City Wide Over/Short,0,-9.1
2022,EFOP,Enterprise Operating Fund,Aviation,7708,DAL Terminal Rental,52895715,44796864.2
2022,DSGO,General Obligation Debt Service,Office of Budget,9201,Intfd Rev-Tran Fr Othr Fds-Rev,5858149,5142155.42
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,8116,Amortized Discount/Premium Int,0,144539.8
2023,GNFD,General Fund,Dallas Police Dept,8104,Accrued Interest On Poold Inv,0,-49.6
2023,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,7894,Rebates revenues,55000,35683.84
2023,EFOP,Enterprise Operating Fund,Water Utilities,8446,Misc-Sale Cty Surp Prp/Txbl Sl,0,276.25
2023,GNFD,General Fund,Park & Recreation,7243,Chgs Serv-Golf Cards Jr Grnfee,9800,3748.15
2023,GNFD,General Fund,Office of Budget,6326,Lics/Pmts-Coin MacHines,13772,14505
2023,GNFD,General Fund,Dallas Police Dept,7554,ENP-extended Neighborhood Patrol Program,555000,291521.93
2023,GNFD,General Fund,Dallas Police Dept,8048,Habitual Criminal Property - Non-Residential Property,0,8263
2023,EFOP,Enterprise Operating Fund,Aviation,7718,Concession Revenue: Love Connection & Others,730000,411490.59
2023,GNFD,General Fund,Dallas Police Dept,8002,Fines/For-Wreckr Fee-Auto Pnd,995000,2107337.16
2023,EFOP,Enterprise Operating Fund,Water Utilities,8100,Interest On Pooled Invest-Cash,2540000,2388289.45
2023,EFOP,Enterprise Operating Fund,Convention And Event Services,9500,Hotel Occup Tax,66453873,19153706.23
2023,GNFD,General Fund,Park & Recreation,7221,Chgs Serv-Basketball Fee1/2/Ct,55600,8924.98
2023,GNFD,General Fund,Office of Budget,7505,Chgs Serv-Refunds-Chgs For Ser,0,2
2022,GNFD,General Fund,Dallas Fire Department,8482,Misc-Land Lease,298916,218765.61
2023,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,8432,Misc-Sale Cty Surp Prp/Non Tx,25000,14905.23
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,6370,Lics/Pmts-Fire Prevent Permit,173450,104750
2023,GNFD,General Fund,Office of Budget,6519,Igovt Rev-Irving,1454106,4506253.85
2023,GNFD,General Fund,Office of Budget,6371,False Fire Alarm Fee,0,5718.29
2023,EFOP,Enterprise Operating Fund,Water Utilities,7211,Chgs Serv-City Wide Over/Short,0,-141.15
2023,EFOP,Enterprise Operating Fund,Water Utilities,7500,Chgs Serv-Sanit Billing Fees,540812,45067.67
2023,INSV,Internal Service Fund,Communication & Info Svcs,8100,Interest On Pooled Invest-Cash,140681,150477.7
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704G,Bldg Inspection board Fees-Appeals,200,1200
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,9303,Copy Service Sales Non Taxable,100,25.7
2023,GNFD,General Fund,Dallas Police Dept,8428,Misc-Misc Revenue,30250,50
2023,EFOP,Enterprise Operating Fund,Aviation,7701,CBP International Arrival Fee,650000,681000.99
2023,GNFD,General Fund,Dallas Fire Department,788G,Fire Inspection-High-Rise Office/Storage/Assembly,29634,10450
2023,EFOP,Enterprise Operating Fund,Water Utilities,7549,Chg Serv-Stormwtr Billing Fees,931431,77619.25
2022,EFOP,Enterprise Operating Fund,Aviation,7709,DEA Ground/Field Rental,865556,1043098
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,7550,Service Charge Nsf Checks,1742,200
2023,GNFD,General Fund,Dallas Police Dept,8116,Amortized Discount/Premium Int,0,85.99
2023,GNFD,General Fund,Park & Recreation,7223,Chgs Serv-Basketball Fee Full,164874,76760.12
2023,EFOP,Enterprise Operating Fund,Water Utilities,8116,Amortized Discount/Premium Int,0,1120297.66
2023,INSV,Internal Service Fund,Communication & Info Svcs,9415,Data Services Revenue,86159675,45756005.34
2023,GNFD,General Fund,Building Services,7442,Arts District Garage Non Taxbl,500000,291666.69
2022,GNFD,General Fund,City Controller's Office,8448,Bond Proceeds,0,0
2023,INSV,Internal Service Fund,Communication & Info Svcs,8569,Electronic Circuits Telephone,8451899,623800.65
2023,OTHO,Other Operating Fund,Communication & Info Svcs,8104,Accrued Interest On Poold Inv,0,-15329.68
2023,INSV,Internal Service Fund,Management Services,9421,Intrd Rev-Other Reimb for Non-Bond Projects,0,40193.49
2023,GNFD,General Fund,Dallas Police Dept,8003,Impoundment  Fee Dpd Auto Pnd,475000,281830
2023,EFOP,Enterprise Operating Fund,Water Utilities,7849,Chgs Serv-Raw Wat-Totl Rev Whs,9406178,6381050.18
2023,GNFD,General Fund,Dallas Fire Department,7456,Misc for Services,2500530,1152629
2023,EFOP,Enterprise Operating Fund,Stormwater Drainage Management,8116,Amortized Discount/Premium Int,0,76683.77
2022,INSV,Internal Service Fund,Equipment & Fleet Management,9400,Intrd Rev-Rental,34395052,34071518.35
2023,GNFD,General Fund,Office of Budget,6100,Sales Tax Revenues,417232383,174940900.58
2023,GNFD,General Fund,Dallas Police Dept,7423,Chgs Serv-Accident Reports,30000,11616.9
2023,GNFD,General Fund,Transportation,8007,Fines/Parking Fines,4954000,2471518.45
2023,GNFD,General Fund,Library,7291,GED Testing Center Revenue,12000,3158.75
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704T,Tree Removal Permit Nontaxable,5823,1427.38
2023,GNFD,General Fund,Office of Budget,7447,Chgs Ser-McComas Disp Site Ren,2334168,2220589.92
2023,INSV,Internal Service Fund,Equipment & Fleet Management,8414,Misc-Auto Auction/Non-Tax Sls,675714,437495
2023,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,7211,Chgs Serv-City Wide Over/Short,0,-0.57
2023,GNFD,General Fund,Building Services,7279,Chgs Serv-Atm Service Fees,13830,13830
2023,INSV,Internal Service Fund,Communication & Info Svcs,9414,Intfd-Telephone,12790075,7405273.96
2022,EFOP,Enterprise Operating Fund,Aviation,7813,Chgs Serv-Service Charges,225058,257868.21
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,787D,Addendum Fees,15619,14631
2022,EFOP,Enterprise Operating Fund,Water Utilities,7834,Chgs Serv-Tr Wat-Tot Rev Retai,325709440,373532614.4
2023,EFOP,Enterprise Operating Fund,Aviation,6394,Lics/Pmts-Transportation for Hire,322048,184225
2023,GNFD,General Fund,Management Services,7876,Private Development Review,94000,12000
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,787X,Wastewater Capacity Analysis,60833,35000
2023,GNFD,General Fund,Office of Budget,6330,Lics/Pmts-Amusement Center,0,2847
2022,GNFD,General Fund,Office of Budget,6002,Prop.Taxs-Rl Est-Pr Rolls,2090235,3640289.46
2023,EFOP,Enterprise Operating Fund,Water Utilities,8482,Misc-Land Lease,100000,95502
2023,GNFD,General Fund,Office of Budget,8204,Othr Sale-Fran Taxes-Sw Bell,3623962,1016296.83
2022,EFOP,Enterprise Operating Fund,Convention And Event Services,7822,Chgs Serv-Contract Service,15011243,13443174.11
2023,EFOP,Enterprise Operating Fund,Convention And Event Services,6343,Lics/Pmts-Neighborhood Farmers Market,500,1150
2023,INSV,Internal Service Fund,Equipment & Fleet Management,8100,Interest On Pooled Invest-Cash,20000,6621.71
2023,INSV,Internal Service Fund,Communication & Info Svcs,8428,Misc-Misc Revenue,0,3856.84
2023,EFOP,Enterprise Operating Fund,Aviation,6390,Lics/Pmts-Ambulance,97342,48451
2023,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,8104,Accrued Interest On Poold Inv,0,-8948.51
2023,GNFD,General Fund,Building Services,7890,Parking Courts 2014 Main Taxab,4735,4437.12
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704A,Site Plan Review,156040,64941.93
2023,GNFD,General Fund,Code Compliance,6305,Lics/Pmts-Wood Vendor,616,182
2022,EFOP,Enterprise Operating Fund,Aviation,7702,TNC Revenues,1731000,3308281.29
2023,GNFD,General Fund,Code Compliance,7425,Weed Cutting-Paid Liens,1897711,1117963.88
2023,GNFD,General Fund,Building Services,8441,Misc-Bullington St Pedestrian,59965,34283
2023,GNFD,General Fund,Court & Detention Services,8024,Cbf Court Cost,25000,21541.55
2023,GNFD,General Fund,Dallas Animal Services,7420,Animal control Fees,175000,36191
2023,INSV,Internal Service Fund,Equipment & Fleet Management,R114,Gain/Loss Sale Of Investment,0,-1601.87
2023,GNFD,General Fund,Code Compliance,6359,Lics/Pmts-Garage Sales Permit Fee,43000,14950
2022,GNFD,General Fund,Housing/Community Services,8428,Misc-Misc Revenue,0,53067.01
2023,EFOP,Enterprise Operating Fund,Aviation,R114,Gain/Loss Sale Of Investment,0,-121546
2023,GNFD,General Fund,Building Services,7891,Parking Police Taxable,120843,75981.01
2023,GNFD,General Fund,Code Compliance,7494,Swimming Pool Mgr. Fee Resident,20461,6088
2023,GNFD,General Fund,Park & Recreation,7203,Chgs Serv-Special Events,209000,60215
2023,GNFD,General Fund,Office of Budget,8575,Civil Penalities- Rehab,0,-2753.3
2023,EFOP,Enterprise Operating Fund,Convention And Event Services,7832,Electrical Services Tax Exempt,894274,1493670.39
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,7876,Private Development Review,865673,650500
2023,EFOP,Enterprise Operating Fund,Aviation,7716,Concession Revenue: Valet,2031490,1747120.18
2023,DSGO,General Obligation Debt Service,Office of Budget,8585,Revenue-GO 2010B BABS Subsidy,990195,528818.52
2023,EFOP,Enterprise Operating Fund,Aviation,8428,Misc-Misc Revenue,280000,273969.46
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704U,Unauthorized Cover Up Fee,8733,6200
2023,GNFD,General Fund,Code Compliance,8411,Misc-Gifts & Donations,0,390
2023,EFOP,Enterprise Operating Fund,Water Utilities,7868,Chgs Serv-Ww-Whsl Rev Surcharg,550000,139259.53
2023,GNFD,General Fund,Office Of Cultural Affairs,7289,Other Collectible Cost Recopument,155689,63316
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,787B,Fire Sprinkler Plan Review,247025,159200.81
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,7401,Zoning/Lndmk Sign Applic Fees,740142,306111.13
2023,GNFD,General Fund,Park & Recreation,7202,Chgs Serv-Team Registration,29811,3045.35
2023,GNFD,General Fund,Code Compliance,7515,Multi-Tenant Re-Inspection Fee,148848,155790.35
2022,GNFD,General Fund,Dallas Police Dept,8001,Fines/For-Storg Fee-Auto Pnd,2974936,3079541
2023,EFOP,Enterprise Operating Fund,Aviation,7808,Chgs Serv-Rental-Off Airport,783716,409415.04
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704C,Bldg Permit Commercial,1877131,1309046.57
2023,GNFD,General Fund,Park & Recreation,7222,Civic Reservation,2440,350
2022,GNFD,General Fund,Park & Recreation,7201,Chgs Serv-Tennis League Ct Fee,10980,2005.3
2023,GNFD,General Fund,Park & Recreation,7217,Chgs Serv-Swimming Lessons,246317,29263.62
2023,GNFD,General Fund,Management Services,8411,Misc-Gifts & Donations,0,1968.27
2023,GNFD,General Fund,Code Compliance,6351,Restaurant Permit Fee-Variance,31355,1773
2023,GNFD,General Fund,Office of Budget,6302,Lics/Pmts-Liquor Licenses,524222,184031.84
2022,GNFD,General Fund,Office of Budget,6506,Igovt Rev-Federal Grants,0,613.03
2022,DSGO,General Obligation Debt Service,Office of Budget,8103,Interest-Miscelleaneous,0,5381.57
2023,GNFD,General Fund,Dallas Police Dept,8001,Fines/For-Storg Fee-Auto Pnd,2974936,1698798.78
2023,GNFD,General Fund,Dallas Fire Department,8432,Misc-Sale Cty Surp Prp/Non Tx,0,82403
2022,GNFD,General Fund,Court & Detention Services,8020,Deferred  Adjudication,1500,169.18
2023,GNFD,General Fund,Office of Budget,8214,Franchise Tax- Fiber Optics,10250000,3099472.63
2022,GNFD,General Fund,Water Utilities,9000,Misc. Contribution,0,3000
2022,GNFD,General Fund,Building Services,7442,Arts District Garage Non Taxbl,500000,500000.04
2022,EFOP,Enterprise Operating Fund,Convention And Event Services,8437,Misc-Gain On Sle Of Fxd Asset,0,1670092.46
2023,GNFD,General Fund,Office of Budget,6355,Lics/Pmts-Sex Oriented Bus Lic,27534,10440
2023,GNFD,General Fund,Transportation,7458,Chgs Serv-Street Lights,647500,13651.74
2023,EFOP,Enterprise Operating Fund,Office Of Cultural Affairs,R114,Gain/Loss Sale Of Investment,0,-343.44
2022,GNFD,General Fund,Management Services,7876,Private Development Review,73990,104499.51
2022,GNFD,General Fund,Code Compliance,8575,Civil Penalities- Rehab,2000,106175.61
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704F,After-hour Gas & Electric release,617,150
2022,GNFD,General Fund,Dallas Fire Department,788I,Fire Inspection-Health Care,23394,14726
2022,GNFD,General Fund,Public Works & Transporation,8200,License Fees,2309146,2698466.91
2023,GNFD,General Fund,Dallas Police Dept,8047,Habitual Criminal Property - Residential Property,2500,6657
2022,GNFD,General Fund,Code Compliance,6305,Lics/Pmts-Wood Vendor,616,433
2022,EFOP,Enterprise Operating Fund,Convention And Event Services,7436,Amtract Rental,21616,21616.32
2022,EFOP,Enterprise Operating Fund,Convention And Event Services,781D,Chgs Serv-Pole Banner Rental,42000,53280
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,7820,Print And Map Sales Non Taxabl,957,362
2022,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,7211,Chgs Serv-City Wide Over/Short,0,-34.1
2022,GNFD,General Fund,Office Of Cultural Affairs,7824,Chgs Serv-Concessions,190467,506069.88
2023,GNFD,General Fund,Park & Recreation,8428,Misc-Misc Revenue,0,5964.39
2023,INSV,Internal Service Fund,Communication & Info Svcs,R114,Gain/Loss Sale Of Investment,0,-27382.36
2022,GNFD,General Fund,Office of Budget,8207,Othr Sale-Fran Txes-Cable Tv,5634155,6102872.72
2022,GNFD,General Fund,Office of Budget,7211,Chgs Serv-City Wide Over/Short,0,-39
2023,EFOP,Enterprise Operating Fund,Water Utilities,8101,Interest-Int On Cert Of Dep,100000,215.16
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,7054,Billboard Licensing Insp Fee,141322,184510
2022,GNFD,General Fund,Public Works & Transporation,6499,Igovt Rev-Reimb Fr Dallas Cont,4848740,4848740
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,705D,Zoning Determination Letter,2203,300
2023,GNFD,General Fund,Dallas Police Dept,R114,Gain/Loss Sale Of Investment,0,-35.02
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,7401,Zoning/Lndmk Sign Applic Fees,660190,804307.67
2022,GNFD,General Fund,Code Compliance,7495,Swimming Pool Mgr. Fee Non-Resident,21000,8000
2022,GNFD,General Fund,Park & Recreation,8446,Misc-Sale Cty Surp Prp/Txbl Sl,0,4981
2022,GNFD,General Fund,Court & Detention Services,7211,Chgs Serv-City Wide Over/Short,0,89.9
2022,EFOP,Enterprise Operating Fund,Aviation,7856,Chgs Serv-Late Paymt Penal-Wt,10000,817.5
2022,GNFD,General Fund,Code Compliance,6351,Restaurant Permit Fee-Variance,31355,40037
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,705C,Parking Agreement Amendment/term,14684,27781.71
2023,DSGO,General Obligation Debt Service,Water Utilities,8448,Bond Proceeds,0,3650.69
2023,EFOP,Enterprise Operating Fund,Convention And Event Services,7838,Convention Ctr Parking Non-Tax,1823654,1028870.34
2023,EFOP,Enterprise Operating Fund,Water Utilities,7866,Chgs Serv-Ww-Retl Rev Surcharg,7000000,3566997.26
2023,GNFD,General Fund,Park & Recreation,7216,Chgs Serv-Swim Pool Rental,35000,6630
2023,GNFD,General Fund,Park & Recreation,7247,Chgs Serv-Golf Gren Fees Sr,421189,219626.89
2023,EFOP,Enterprise Operating Fund,Water Utilities,7501,Chgs Serv-Misc Operation Reven,1725000,-1760205.89
2022,GNFD,General Fund,Purchasing/Bus. Diversity Dev,7894,Rebates revenues,110000,217893.85
2023,GNFD,General Fund,Park & Recreation,7208,Chgs Serv-Day Participation Child,57883,17919
2022,GNFD,General Fund,Public Works & Transporation,6313,Lics/Pmts-Dance Halls,7500,30896
2023,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704R,Bldg Permit Remodel,11369207,7281023.61
2022,EFOP,Enterprise Operating Fund,Water Utilities,7211,Chgs Serv-City Wide Over/Short,0,-1095
2023,GNFD,General Fund,Code Compliance,7486,Food Duplicate Permit/Name Change Fee,5079,6820
2023,GNFD,General Fund,Code Compliance,6342,Lics/Pmts-Certificate of Occupancy Inspection CCS,350000,166530
2022,GNFD,General Fund,Court & Detention Services,8021,Witness Summons Fee,5000,3109.39
2022,INSV,Internal Service Fund,Equipment & Fleet Management,8446,Misc-Sale Cty Surp Prp/Txbl Sl,0,15907.25
2022,GNFD,General Fund,Code Compliance,6337,Lics/Pmts-Electronic Repair,5846,6266
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,787X,Wastewater Capacity Analysis,68821,65000
2022,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,8446,Misc-Sale Cty Surp Prp/Txbl Sl,65000,78445.25
2022,EFOP,Enterprise Operating Fund,Water Utilities,8452,Misc-Water Pro Rata Refund,0,60338.09
2022,GNFD,General Fund,Office of Budget,8103,Interest-Miscelleaneous,0,14676.93
2022,GNFD,General Fund,Park & Recreation,8413,Misc-Charges Refunded,0,879.54
2022,GNFD,General Fund,Park & Recreation,7225,Tennis Singles Court Fee,5190,1825.94
2022,GNFD,General Fund,Park & Recreation,7213,Chgs Serv-Swimming Pools 11&-,410766,4647
2022,GNFD,General Fund,Office of Budget,9251,Intfd Rev-Tran Fr Landfill,4443874,4443873.56
2022,EFOP,Enterprise Operating Fund,Convention And Event Services,8482,Misc-Land Lease,697600,697600
2022,DSGO,General Obligation Debt Service,Office of Budget,9204,Interfund Transfer-Pension Obligation Bond,17098046,16386105.44
2022,GNFD,General Fund,Park & Recreation,7237,Tennis Lessons,5382,785.4
2022,GNFD,General Fund,Library,8428,Misc-Misc Revenue,175000,184435.51
2022,GNFD,General Fund,Court & Detention Services,7550,Service Charge Nsf Checks,1000,670
2022,EFOP,Enterprise Operating Fund,Convention And Event Services,6343,Lics/Pmts-Neighborhood Farmers Market,500,1800
2022,GNFD,General Fund,Park & Recreation,7214,Chgs Serv-Swim Pool Age 12/17,581342,21484
2022,GNFD,General Fund,Office of Budget,7263,Chgs Serv-Vending Mach Concess,0,26676.3
2022,GNFD,General Fund,Civil Service,7456,Misc for Services,0,600
2022,GNFD,General Fund,Code Compliance,8411,Misc-Gifts & Donations,0,1133
2022,GNFD,General Fund,Dallas Police Dept,6364,Lics/Pmts-Registration Fee of Home Solicitors,8663,2000
2022,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,8432,Misc-Sale Cty Surp Prp/Non Tx,25000,57503.3
2022,GNFD,General Fund,Purchasing/Bus. Diversity Dev,8420,Misc-Handling Charges,0,36746.25
2022,GNFD,General Fund,Office of Budget,8218,Naming/Pouring Rights/Sponsors,800000,686347.13
2022,GNFD,General Fund,Office of Budget,6320,Lics/Pmts-Billiard Halls,1463,3536
2022,GNFD,General Fund,City Controller's Office,8420,Misc-Handling Charges,60000,47462.75
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704U,Unauthorized Cover Up Fee,4908,12000
2022,GNFD,General Fund,Office of Budget,6350,Lics/Pmts-Precious Met Ven Lic,6615,13965
2022,GNFD,General Fund,Office of Budget,6313,Lics/Pmts-Dance Halls,34392,25248
2022,EFOP,Enterprise Operating Fund,Water Utilities,8482,Misc-Land Lease,100000,167853.49
2022,GNFD,General Fund,City Secretary,9303,Copy Service Sales Non Taxable,2000,318.9
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,7512,Specialprovisionsigndistrictfe,20748,12835
2022,GNFD,General Fund,Office of Budget,6355,Lics/Pmts-Sex Oriented Bus Lic,27534,23369
2022,GNFD,General Fund,City Controller's Office,7456,Misc for Services,404268,85094.66
2022,EFOP,Enterprise Operating Fund,Stormwater Drainage Management,7550,Service Charge Nsf Checks,0,-492.99
2022,INSV,Internal Service Fund,Equipment & Fleet Management,7887,Misc-Cng Fuel Sales To Non Cit,2000,1689.08
2022,GNFD,General Fund,Code Compliance,6347,Lics/Pmts-Cbd Concession Licen,11000,9650
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704F,After-hour Gas & Electric release,928,400
2022,GNFD,General Fund,Dallas Police Dept,8433,Misc-Uncl Mon-Pol Prop Rm N/T,149899,426674.04
2022,GNFD,General Fund,Dallas Fire Department,788H,Fire Inspection-High-Rise Residential,25000,25693
2022,GNFD,General Fund,Code Compliance,7527,Mobile Unit & Kiosk/Coffee Cart Plan Review Fee,47918,62185
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,7211,Chgs Serv-City Wide Over/Short,0,-77.12
2022,EFOP,Enterprise Operating Fund,Water Utilities,8446,Misc-Sale Cty Surp Prp/Txbl Sl,0,77741
2022,GNFD,General Fund,Park & Recreation,8428,Misc-Misc Revenue,0,55483.61
2022,GNFD,General Fund,Public Works & Transporation,758A,Small Cell Application Review Fees,232000,44750
2022,EFOP,Enterprise Operating Fund,Aviation,6391,Lics/Pmts-Vehicle Immobilization,0,3876
2022,GNFD,General Fund,Public Works & Transporation,6526,Igovt Rev-Misc Reimbursements,1217360,1257347.52
2022,EFOP,Enterprise Operating Fund,Convention And Event Services,7843,Chgs Serv-Parking Conv Ctr Gar,5070,5941.73
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704K,Expedited Priority Inspection-Same Day,111025,39000
2022,GNFD,General Fund,Office of Budget,8445,Misc-Misc Auction Txble Sales,0,74339
2022,GNFD,General Fund,Court & Detention Services,7454,Chgs Serv-Parking,5200,84438.51
2022,GNFD,General Fund,Office of Budget,7447,Chgs Ser-McComas Disp Site Ren,2334168,5066564.13
2022,GNFD,General Fund,Dallas Police Dept,8104,Accrued Interest On Poold Inv,0,42.84
2023,EFOP,Enterprise Operating Fund,Sanitation Svcs,748D,Sanit Coll-Environmental Fee,976191,0
2023,GNFD,General Fund,Library,7543,Sales Non Taxable,400,0
2023,GNFD,General Fund,Office of Budget,9226,Intfd Rev-Storm Water Ind Cst,826547,0
2023,GNFD,General Fund,Dallas Fire Department,7564,Mobile Community Health Program,10000,0
2022,GNFD,General Fund,Code Compliance,7493,Temp Food Vendors Permit,728414,434557.25
2022,GNFD,General Fund,Code Compliance,7550,Service Charge Nsf Checks,0,804
2022,GNFD,General Fund,Park & Recreation,721D,Chgs Serv-Jr Admission Bahama Beach,66000,97151
2022,GNFD,General Fund,Code Compliance,7561,Mobile Food Prep Vehicles,35160,64413
2022,GNFD,General Fund,Park & Recreation,7221,Chgs Serv-Basketball Fee1/2/Ct,55600,12529.92
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704Q,Remodel Residential,4189476,4771318.73
2022,EFOP,Enterprise Operating Fund,Office Of Cultural Affairs,8116,Amortized Discount/Premium Int,0,272.27
2022,EFOP,Enterprise Operating Fund,Water Utilities,7550,Service Charge Nsf Checks,150000,183019.13
2022,GNFD,General Fund,Park & Recreation,7211,Chgs Serv-City Wide Over/Short,0,-1030.19
